date,employee_title,location,employee_status,review_title,years_at_company,helpful,pros,cons,advice_to_mgmt,rating_overall,rating_balance,rating_culture,rating_career,rating_comp,rating_mgmt,recommends,positive_outlook,approves_of_CEO,Company
Thu Nov 03 2016 15:39:12 GMT-0400 (Eastern Daylight Time), Senior Developer,"Chicago, IL",Current Employee ,"Great benefits, smart people",I have been working at Citadel full-time for more than 5 years,2,"Great Compensation, smart people all around, lot of learning avenues for a good developer (mix of tech and other soft skills) Definitely a place for go getter","Stressful, fast pace environment, where context switch happens way too often resulting into lost productivity.
Comp depends on which group you are in",,4.0,2.0,3.0,3.0,4.0,3.0,Recommends,Positive Outlook,Approves of CEO,citadel
Wed Nov 02 2016 08:09:01 GMT-0400 (Eastern Daylight Time), Senior Analyst,"Chicago, IL",Former Employee ,Senior Analyst,I worked at Citadel full-time for more than 5 years,3,Generous continued education benefits. Smart people. Great technology. Strong company culture.,No clear path to promotion. Some people in leadership positions were promoted beyond their ability.,,3.0,3.0,3.0,3.0,3.0,3.0,Recommends,Neutral Outlook,Approves of CEO,citadel
Tue Oct 18 2016 03:56:05 GMT-0400 (Eastern Daylight Time),,,Former Employee ,Analyst,I worked at Citadel full-time,6,"Smart people, great technology, good resources","Risk parameters, hire and fire culture",,2.0,1.0,1.0,5.0,3.0,1.0,Doesn't Recommend,Negative Outlook,Disapproves of CEO,citadel
Thu Oct 06 2016 05:16:46 GMT-0400 (Eastern Daylight Time),,, ,Good place to work,I have been working at Citadel,0,lot of things to learn..supportive team. Great for internship with good package and housing as well.,Nothing that I can think of.,,5.0,5.0,5.0,5.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO,citadel
Sat Sep 03 2016 04:48:11 GMT-0400 (Eastern Daylight Time),,"Chicago, IL","Infrastructure Intern in Chicago, IL",Amazing company,I have been working at Citadel for less than a year,5,"Excellent team members. People are great and talented and friendly. You can walk to anyone, introduce yourself, ask for 5 mins of their time and ask them questions, they'll always help. Interns are given real tasks. All the interns build something that the team is going to use once they leave. Real projects, real work. No messing around. They expect a lot from you and if you deliver they'll treat you nicely. They try to maintain work-life balance by taking you out to various events on weekends. Great place to work","Fast paced, if you don't keep up, you'll stay behind. It can be intimidating working with highly talented people and interns who are from ivy league colleges who interned in Google, Apple, Amazon. We worked 10 hours at will. Nobody made us but work can be hectic and stressful.",,5.0,3.0,5.0,5.0,4.0,5.0,Recommends,Positive Outlook,Approves of CEO,citadel
Tue Sep 27 2016 13:26:49 GMT-0400 (Eastern Daylight Time),,, ,Citadel,I have been working at Citadel,2,Lots of money to be made if you stick around.,Tough work but employees are smart,,3.0,,,,,,,,,citadel
Sat Sep 03 2016 09:55:27 GMT-0400 (Eastern Daylight Time), Software Engineer,"Chicago, IL",Current Employee ,Overall good place to work,I have been working at Citadel full-time for less than a year,3,"Everything is deployed really quickly, so there's a quick turnaround time on projects. There is potential to make a big impact if you can take on the work.","Some technologies used are outdated, and because there is such a quick turnaround time on projects, sometimes employees can use that as an excuse to write subpar code.",,5.0,3.0,4.0,5.0,5.0,4.0,Recommends,Positive Outlook,Approves of CEO,citadel
Wed Sep 14 2016 15:31:06 GMT-0400 (Eastern Daylight Time),,,Former Employee ,"Competitive, but interesting",I worked at Citadel full-time,2,"Forces one to develop an excellent work-ethic Interesting, complex work Great company to have on one's resume","Often work grueling hours Highly competitive, so recognition is tough.",,4.0,2.0,3.0,4.0,4.0,3.0,,,,citadel
Thu Sep 15 2016 17:26:41 GMT-0400 (Eastern Daylight Time),,"Framingham, MA","Agent in Framingham, MA",These People Really SUCK,I worked at Citadel,13,The pros in this job are close to unmentionable as they are so small.,This job is all about them and NOTHING about the employee....,,1.0,1.0,1.0,1.0,1.0,1.0,Doesn't Recommend,Negative Outlook,Disapproves of CEO,citadel
Sun Jul 31 2016 15:28:35 GMT-0400 (Eastern Daylight Time),,,Former Employee ,Good place to work if you fit the culture,I worked at Citadel full-time,14,"- Pay is very good, top-tier amongst HFs - Responsibility ramps up very quickly (contingent on performance) - Collaborate culture means good exposure - Nice benefits","- Long hours, cutthroat - High-stress because of the culture - Narrow outlook on business growth and what makes a successful fund strategy",,3.0,2.0,2.0,4.0,5.0,3.0,Recommends,Neutral Outlook,No opinion of CEO,citadel
Tue Aug 09 2016 19:52:43 GMT-0400 (Eastern Daylight Time),,,Current Employee ,Proud to work for the firm,I have been working at Citadel full-time,1,"(+) Smart people, top performers, great benefits, work is challenging, collaborative environment, proud to work for the firm","(-) Decentralized, institutional, political, unknown career path",,4.0,2.0,5.0,3.0,3.0,5.0,Recommends,Positive Outlook,,citadel
Mon Jun 13 2016 16:43:17 GMT-0400 (Eastern Daylight Time), Associate,"Chicago, IL",Current Employee ,Associate,I have been working at Citadel full-time for more than 3 years,29,"Smart people are all around, and this is motivating. It is heard of that people get some great bonuses, depending on the group.","Ridiculous work hours. 5-10 years of experience you'll make in the high 90's to low six figures plus 15-25% bonus for a typical person with a finance degree, possibly even an MBA. Divide that by the constant 55-65 hour work week, and that puts you at $40/hour, which would equate to $80k for a 40 hour work week job... So, meh, pay not so great, add a commute in and basically you have no life.",,3.0,2.0,3.0,3.0,3.0,5.0,Recommends,Positive Outlook,Approves of CEO,citadel
Mon Aug 01 2016 14:04:02 GMT-0400 (Eastern Daylight Time), Global Architecture,"Minneapolis, MN",Senior Software Developer ,Great Company,I worked at Citadel for less than a year,0,Smart Peers Stable Fast Paced Environment,Doesnt always embrace the latest tech stack,,4.0,4.0,5.0,3.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO,citadel
Thu Jul 21 2016 15:59:41 GMT-0400 (Eastern Daylight Time),,,Former Employee ,Accounting,I worked at Citadel full-time,0,good environment and great people,no much window to growth,,4.0,,,,,,,,,citadel
Mon Apr 18 2016 10:30:03 GMT-0400 (Eastern Daylight Time),,"Chicago, IL","Technology in Chicago, IL",Good place to make money.,I worked at Citadel for more than 8 years,10,Fast paced. Challenging work.,It is a very time consuming place. Work/Life balance is not good.,,4.0,2.0,3.0,5.0,4.0,,Recommends,Negative Outlook,No opinion of CEO,citadel
Thu Mar 24 2016 22:44:28 GMT-0400 (Eastern Daylight Time), Quantitative Analyst,"Chicago, IL",Former Employee ,Great place to learn,I worked at Citadel full-time for more than a year,16,"You will learn a lot. Citadel will teach you formally in training classes (taught by the best professors), teach you in practice (by working with exceptional employees at the top of their game), and teach you to love, appreciate and respect financial markets.","The atmosphere is filled with alpha personalities. This can make people uneasy. There are political undercurrents. Management legitimately tries to rise above the politics and reward merit, but that can fail at times. Entire divisions can be let go through no fault of the ""little guy,"" but there is a ""throw the baby out with the bath water"" attitude.",,4.0,2.0,5.0,3.0,5.0,4.0,Recommends,Neutral Outlook,,citadel
Wed Apr 06 2016 19:42:14 GMT-0400 (Eastern Daylight Time),,"Chicago, IL","Software Engineer in Chicago, IL",Challenging place to work at with lot to learn,I have been working at Citadel for more than 3 years,2,Citadel is a challenging place to work at with a lot of opportunities to learn. The projects that you will work on will often have high impact and visibility.,There is some bureaucracy in the IT organization and some of the technology is outdated.,,5.0,4.0,4.0,4.0,5.0,4.0,Recommends,Positive Outlook,Approves of CEO,citadel
Tue Apr 05 2016 12:42:48 GMT-0400 (Eastern Daylight Time),,"Greenwich, CT",Current Employee ,"Promises about tech, resources, meritocracy kept",I have been working at Citadel full-time for less than a year,0,"Firm has a very strong sense of culture and takes its values of integrity and meritocracy seriously. Leadership promises to equip you with the best tools, systems, and technology to do your job, and that word has been kept. There is a strong sense of work ethic, drive, and mission to make something the best that it can be – not just in the field of financial services, but in any sector, period. That’s rare and I like it.","It’s hard to identify solid cons. I had thought that the company’s HQ in Chicago would require more travel, but actually the firm has really taken to heart the principle of going where the talent is based. The telepresence systems also make contact with other offices convenient.",,5.0,5.0,5.0,5.0,5.0,5.0,Recommends,Neutral Outlook,,citadel
Fri Apr 01 2016 06:43:01 GMT-0400 (Eastern Daylight Time),,"New York, NY",Former Employee ,Dog eat dog world,I worked at Citadel full-time for more than 3 years,6,Encourage to work hard and produce results Very efficient at getting things done - no BS,Too focused on near term results - stuff that's being thrown around about culture is just window dressing - an organization's culture starts from the top and you're never going to change Ken Griffin,,4.0,2.0,3.0,2.0,5.0,2.0,Recommends,Positive Outlook,,citadel
Tue Apr 05 2016 07:45:42 GMT-0400 (Eastern Daylight Time),,,Current Employee ,Software engineer,I have been working at Citadel full-time,2,good environment and smart people,very long daily work hours,,3.0,3.0,3.0,3.0,4.0,3.0,,,,citadel
Thu Mar 24 2016 13:26:42 GMT-0400 (Eastern Daylight Time),,,Former Employee ,Analyst,I worked at Citadel full-time,0,"Great companies, smartest people and highest integrity in the industry.",Lots of hard work and smart people all around you. Very competitive.,,5.0,3.0,5.0,5.0,5.0,4.0,Recommends,Positive Outlook,,citadel
Wed Mar 23 2016 18:56:41 GMT-0400 (Eastern Daylight Time), Senior Software Developer,"Chicago, IL",Current Employee ,Challenging but Rewarding,I have been working at Citadel full-time for more than 8 years,0,Great benefit and salary. Work with complicated and challenging problems. Smart people all around.,May be harder to move to a different group within the company. Flat structure so it is not obvious that you that you made advancement in your career.,,5.0,4.0,5.0,4.0,5.0,5.0,Recommends,Positive Outlook,,citadel
Thu Mar 17 2016 07:31:15 GMT-0400 (Eastern Daylight Time),,"New York, NY",Current Employee ,Future-Oriented Financial Services Firm,I have been working at Citadel full-time for less than a year,2,Citadel's management team has staked out a compelling vision in the financial services industry. I came to the firm because I wanted to be part of a team that was building something; instead of just repeating the same work day in and day out. So far the firm has met those expectations by exposing me to all sides of the business. You can expect to learn as much about technology and research trends as the markets at Citadel.,"We work at a fast pace at Citadel. I personally like it. But I recognize it might not be for everyone. If you don't like the pressure of high expectations, Citadel might not be the place for you. However, if you are ambitious, career-oriented and up for a challenge, you can thrive here.",,5.0,4.0,5.0,5.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO,citadel
Thu Feb 11 2016 11:58:51 GMT-0500 (Eastern Standard Time),,"Chicago, IL"," in Chicago, IL","A demanding environment, but meritocratic",I worked at Citadel for more than 5 years,7,"You work with very smart, motivated people. There is very little hierarchy. You get a lot of leverage, i.e. if you take some initiative, nobody will stop you from doing big things.","Its a very competitive environment, and sometimes teamwork gets the short shift.",,4.0,2.0,4.0,3.0,4.0,4.0,Recommends,Positive Outlook,Approves of CEO,citadel
Tue Feb 02 2016 10:22:25 GMT-0500 (Eastern Standard Time),,, ,Citadel review,I worked at Citadel,2,"lots of smart people, breakfast/lunch included, top-notch technology/infrastructure, plenty of room to take responsibility and to move up in the organization","my group was pretty stable, but other groups within citadel were not so fortunate",,5.0,,,,,,,,,citadel
Thu Feb 04 2016 11:45:13 GMT-0500 (Eastern Standard Time),,"Chicago, IL",Current Employee ,Full Time Employee,I have been working at Citadel full-time for more than 5 years,0,"Fast paced, smart teams. What you're working on will constantly be changing as well so there's always a lot of learning going on.",Those that aren't used to picking up new methodologies or technologies might struggle with keeping up. Overall I thought that there weren't any clear cons that apply to all groups.,,5.0,5.0,5.0,5.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO,citadel
Wed Feb 03 2016 15:32:26 GMT-0500 (Eastern Standard Time), Software Developer,"New York, NY",Former Employee ,Software Developer,I worked at Citadel full-time for less than a year,36,"Decent pay, free lunch. I got a 50% raise when I joined the firm, which was pretty nice. The catered free lunch was just ok, but hey it was free.","Bad culture. Be prepared to be yelled at by traders if anything remotely related to your responsibilities went wrong. If you accomplished something, however, no one will come congratulate you, because performing well is ""expected"". My manager constantly sent out work-related mails at 3 am, and we were constantly working overtime past 8 pm. Work-life balance was out of the window.",,1.0,1.0,1.0,1.0,5.0,,Doesn't Recommend,,No opinion of CEO,citadel
Mon Jan 25 2016 07:34:50 GMT-0500 (Eastern Standard Time), Equity Capital Markets,"New York, NY",Associate ,Associate - Equity Capital Markets,I worked at Citadel for more than 3 years,0,"Great benefits, compensation, decent work environment","Poor management, rarely updates employees on current state of affairs",,4.0,4.0,3.0,4.0,5.0,3.0,Recommends,Neutral Outlook,Disapproves of CEO,citadel
Thu Jan 21 2016 08:50:04 GMT-0500 (Eastern Standard Time),,, ,Great place to work,I have been working at Citadel,1,Lots of amenities and good pay,May have to work long hours,,4.0,,,,,,Recommends,,Approves of CEO,citadel
Thu Jan 14 2016 09:08:26 GMT-0500 (Eastern Standard Time),,"New York, NY"," in New York, NY",Citadel Securities Review,I worked at Citadel for more than 3 years,1,"The best part of Citadel for me, were the people I worked with and built the Investment Bank with. They were all very professional and bright.",The Investment Bank being sold to Wells Fargo and needing to look for outside employment.,,4.0,3.0,3.0,3.0,4.0,4.0,Recommends,,,citadel
Wed Nov 11 2015 06:48:13 GMT-0500 (Eastern Standard Time), Quantitative Researcher,"New York, NY",Current Employee ,Not a happy place to work,I have been working at Citadel full-time for more than a year,47,"Citadel attracts smart and ambitions people (not necessarily nice, humble and easy to work with), by lying during the interview about career prospects, the job description and their ""amazing"" technology. Most people will eventually realize that this is not a good place to work and move on, as a result citadel has the highest turnover rate of any finance company. This creates a very volatile environment.","It is very unhappy place to work. The employed are needlessly stressed, harassed and burdened with busy non-productive work. The work at citadel is a constant struggle with legacy technology and management. The primary focus is to produce a lot of mediocre work instead of building something exceptional. There is no work/life balance, you are expected to work at least 12 hours a day and be accessible 24/7. The technology is desperately outdated and they resist any progress with almost religious zeal. People are resigning at the alarming rates, and company frantically tries to hire just to keep up with resignations. In order to speed up hiring they resort to outright lies, deceit and dirty tricks. Make sure you carefully read what you sign at citadel (consult with a lawyer). Because of the high turnover no one in the company knows anything about the ""system"", you cant ask anyone anything because 1/3 of people you are working with were hired last year. The rest are completely discouraged from doing anything productive and actively looking to quit. No teamwork.",,2.0,1.0,1.0,1.0,3.0,1.0,Doesn't Recommend,Negative Outlook,Disapproves of CEO,citadel
Sat Jan 09 2016 08:03:57 GMT-0500 (Eastern Standard Time),,,Current Employee ,Student Services Coordinator,I have been working at Citadel full-time,0,"Students, community atmosphere, small campus, holiday time off, downtown","very masculine, uniform, glass ceiling, male/female divide",,4.0,,,,,,,,,citadel
Thu Nov 05 2015 01:09:53 GMT-0500 (Eastern Standard Time), Quantitative Researcher ,"Chicago, IL",Former Employee ,High Prestige - High Expectations,I worked at Citadel full-time for more than a year,24,"Competitive compensation, particularly given the lower cost of living in Chicago. Extremely intelligent work-force, there are no dumb people at Citadel. Enormous amount of prestige of having this on your resume, even years later. Amazingly sophisticated, nothing is half-assed here, there's no vaporware.","Depending on the group general lack of good career paths past third or fourth year. Also depending on the group very long hours expected. There's a lot of variation within the company, and it spans the range from very ""banker-esque"" to very academic. Management has a tendency to view employees as call options rather than teammates. There's a tendency to set unrealistic expectations and apply high-pressure.",,4.0,3.0,3.0,5.0,5.0,3.0,Recommends,Positive Outlook,Approves of CEO,citadel
Wed Dec 23 2015 16:27:04 GMT-0500 (Eastern Standard Time),,"New York, NY"," in New York, NY",developer,I worked at Citadel,10,small team and not bad food,most people has no clue what they are doing,,1.0,1.0,1.0,1.0,3.0,1.0,Doesn't Recommend,Negative Outlook,Disapproves of CEO,citadel
Tue Nov 10 2015 19:07:20 GMT-0500 (Eastern Standard Time),,, ,good work-life balance,I have been working at Citadel,0,challenging projects; speedy code;work-life balance,some legacy technology; lack internal relocation.,,5.0,,,,,,Recommends,,,citadel
Sun Nov 08 2015 10:19:02 GMT-0500 (Eastern Standard Time),,, ,great work,I worked at Citadel,0,"awesome great environment, great training","high pressure, working a long hour",,5.0,5.0,5.0,5.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO,citadel
Fri Oct 23 2015 14:07:03 GMT-0400 (Eastern Daylight Time), C++ Developer,"Chicago, IL",Current Employee ,Improving,I have been working at Citadel full-time for more than a year,9,"The company is focused on treating their employees better. Much has improved in the two years I have been here. Professionalism and Integrity are key values that help create a great working environment. They take care of people by providing healthy balanced food all throughout the day. They even offer snacks from morning though the late afternoon. They recently started an employee program that provides fun things to do outside of work. This includes exclusive experiences that you wouldn't otherwise be able to see/do. I used to feel some pressure to work longer hours, even though there wasn't anymore work to do (I'm pretty good at what I do). But now, I come and go as I please and leisurely complete my work on time. Initially, I was forced to build upon a terrible code base that was poorly written. Now, I have replaced most of that code and I work on my own code which is much more reliable. I spend almost no time supporting bad software now. While most work is mundane, I got the opportunity to work on an exciting highly visible initiate and am killing it. The compensation exceeds expectations.",They still have work to do. I'm not writing C++11/14 yet. I occasionally deal with incompetent third party clients.,,4.0,4.0,5.0,2.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO,citadel
Sun Sep 27 2015 17:56:54 GMT-0400 (Eastern Daylight Time), Senior Network Engineer,"Dallas, TX",Current Employee ,Sr Network Engineer,I have been working at Citadel full-time for more than 10 years,1,One of the most innovative and robust company in the financial industry. Alway rising to the challenge on the next advance in the industry.,There are no cons. If you are up for the challenge of daily grinds.,,5.0,5.0,5.0,5.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO,citadel
Tue Sep 29 2015 18:19:41 GMT-0400 (Eastern Daylight Time),,, ,Software engineer,I have been working at Citadel,0,challenging projects; speedy code;work-life balance,focus and scope can be narrow; not much interaction;,,4.0,4.0,4.0,3.0,5.0,4.0,Recommends,Positive Outlook,,citadel
Mon Aug 10 2015 17:20:46 GMT-0400 (Eastern Daylight Time),,,Former Employee ,Manager,I worked at Citadel full-time,6,They had good hours and the people were very nice to work for. There was very little opportunity for advancement though.,Felt more like a job than a career. Company would rather hire from outside than promote from within,,2.0,5.0,4.0,2.0,4.0,3.0,Recommends,Positive Outlook,Approves of CEO,citadel
Tue Aug 04 2015 21:49:14 GMT-0400 (Eastern Daylight Time),,"New York, NY",Former Employee ,Must Produce,I worked at Citadel full-time for more than a year,4,Good compensation and bonus. Given free reign. Very intelligent coworkers.,"Real pressure cooker type of environment. If you don't produce, you are out.",,4.0,2.0,3.0,3.0,4.0,3.0,Recommends,Positive Outlook,No opinion of CEO,citadel
Sat Jun 27 2015 18:08:22 GMT-0400 (Eastern Daylight Time), Senior Developer,"Chicago, IL",Former Employee ,Highly driven environment. Challenging work-life balance.,I worked at Citadel full-time for more than a year,4,Smart colleagues. Best technology used where it matters. Result orientation. Above-market company performance. Diversity of projects. Upward mobility. Incredible learning opportunities. Superlative compensation and incentives.,"Work load can be high. Work-life balance can be challenging. Social environment at work might be drier than the academia or more relaxed employers, as most people are highly focused at doing their job best, rather than engaging in conversation or bonding.",,5.0,2.0,5.0,4.0,5.0,4.0,Recommends,Positive Outlook,Approves of CEO,citadel
Tue Jul 07 2015 21:52:28 GMT-0400 (Eastern Daylight Time),,"Chicago, IL","Illinois in Chicago, IL",political,I have been working at Citadel,8,"good opportunities, smart people, there is a small chance you will occasionally work on something interesting.",not at all a meritocracy. likely you end up doing things that don't align well with your interests and skillset because management makes a lot of deals under the table,,3.0,2.0,1.0,3.0,4.0,1.0,Doesn't Recommend,Neutral Outlook,No opinion of CEO,citadel
Fri Jul 03 2015 20:24:02 GMT-0400 (Eastern Daylight Time),,, ,"Generous salary, legacy technology, no work-life balance",I have been working at Citadel,3,Extremely good compensation. Work can sometimes be rewarding.,"Legacy technology, no internal movement at all.",,4.0,1.0,5.0,3.0,5.0,4.0,Doesn't Recommend,Positive Outlook,Approves of CEO,citadel
Sun Jun 21 2015 18:16:36 GMT-0400 (Eastern Daylight Time),,"Chicago, IL","Software Developer in Chicago, IL",Very competitive culture,I have been working at Citadel,1,"- great benefits
- a lot of sponsored courses","- less opportunities to scale up in the organization
- very difficult to change teams",,5.0,5.0,5.0,5.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO,citadel
Sat Jul 11 2015 16:36:52 GMT-0400 (Eastern Daylight Time), Technologist,"Chicago, IL",Current Employee ,Technologist,I have been working at Citadel full-time,27,They pay people a lot to deal with the misery.,"A very cut throat and ruthless environment to say the least. Be prepared to look over your shoulder at all times and check out how others have gone through this revolving door in the past. All it takes is to look at the short duration of employment of Citadel employees on Linked In to see what a “churn and burn” place this is. Oh, and if you are being asked to interview someone for a new opening, be prepared to potentially welcome in your replacement. That’s right; they actually have the nerve to ask people who they plan on getting rid of to interview their replacement. You might just find out the day a new person joins, that it is your last. This is why a lot of people don’t make it through the interview process, because the interviewers who have been there a while have seen the patterns and don’t feel like giving a “thumbs up” to someone that may be taking their job.",,1.0,1.0,1.0,1.0,3.0,1.0,Doesn't Recommend,Negative Outlook,Disapproves of CEO,citadel
Mon May 11 2015 08:01:27 GMT-0400 (Eastern Daylight Time), Portfolio Manager,"Chicago, IL",Former Employee ,Portfolio Manager,I worked at Citadel full-time for more than 5 years,7,It was a great learning experience. Many intelligent people. Great technology and infrastructure.,Very difficult to be promoted. You are hired for the specific job and there is no room for promotion nor career progression.,,4.0,,,,,,,,,citadel
Tue May 05 2015 07:44:31 GMT-0400 (Eastern Daylight Time),,, ,financial analyst,I worked at Citadel,2,good company benefits fast paced,long hours hard work its win or lose,,5.0,,,,,,,,,citadel
Thu Jan 15 2015 12:50:33 GMT-0500 (Eastern Standard Time),,, ,Great work place,I have been working at Citadel,12,Great compensation and benefits. Pay is near impossible to beat.,Work life balance is generally zero,,4.0,3.0,4.0,4.0,5.0,4.0,Recommends,Positive Outlook,Approves of CEO,citadel
Thu Jan 08 2015 17:30:57 GMT-0500 (Eastern Standard Time), Vice President,"Chicago, IL",Former Employee ,Citadel Investment Group,I worked at Citadel full-time for more than a year,10,You will have the opportunity to work with very intelligent and talented individuals.,"It is a fast paced, high stress environment with high expectations of it's employees, if you do not thrive under those conditions you will will not enjoy the job.",,4.0,2.0,5.0,3.0,4.0,4.0,Recommends,Positive Outlook,Approves of CEO,citadel
Mon Dec 29 2014 23:19:43 GMT-0500 (Eastern Standard Time),,, ,Good,I have been working at Citadel,4,not bad like it... competitive atmosphere,intense pressure. work life balance nil.,,4.0,3.0,4.0,5.0,5.0,4.0,Recommends,Positive Outlook,Approves of CEO,citadel
Thu Nov 13 2014 17:48:31 GMT-0500 (Eastern Standard Time), Trade Support Analyst,"Chicago, IL",Former Employee ,Challenging,I worked at Citadel full-time for more than a year,20,"Great compensation, working with high caliber co-workers. You work non-stop to stay ahead of the competition, surrounded by intelligent co-workers.","Not for everyone because of the long hours; no sense of work-life balance. If you are not part of the upper echelon within your group, you better love what you're doing, because you'll be doing it morning, noon, and night. Forget about weekends, forget about holidays . . .",,3.0,2.0,5.0,,,,Positive Outlook,,,citadel
Sun Dec 14 2014 06:43:32 GMT-0500 (Eastern Standard Time), Engineer,"Chicago, IL",Former Employee ,Engineers AVOID this place.,I worked at Citadel full-time for more than a year,47,"Pay & benefits were great. Free meals, but no cafeteria - they want you to work at your desk so you'll work longer hours. And so you'll stay in your little cubbyhole where you belong and not interact with anybody who ""doesn't need to know"" (a key buzzword at this paranoid firm).","Manager was horrendously insecure and micro-managed everything in a field he had no business or experience to justify doing so (if micro-managing is ever justifiable). HR and manager's boss didn't seem to care that he was doing this - even after informing them he bought an expensive board without consulting his subordinates and it was effectively useless for what he wanted to do with it - something that could have been avoided if this guy had put his ego aside and asked the people working for him with more experience & knowledge. Company has a highly secretive culture - at least two people were hired into our group without my knowledge. Granted, I wasn't a manager myself, but I'm generally accustomed to being permitted to interview candidates I'm going to work with and at least make a recommendation. You're also not allowed to talk to ANYONE because of this whole ""need to know"" BS that permeates the whole place. If you're coming from the tech sector and are used to being allowed to talk to people in other groups to get an idea of what it is they want, forget about doing that here. The Insecure Micro-Manager is your gatekeeper here. He will dictate the specifications and how he wants you to build your design. He will not care about your feedback or warnings about his architecture because his ego is too big. Then 2 weeks after you make your delivery and move on to the next project, Micro-Manager will tell you that the requirements weren't defined right and you need to go back to the old project and fix it so the internal customers will be happy. Something that clearly could be avoided by just letting us interact directly with the internal customers rather than carry this whole ""need to know"" concept to the paranoid extreme that exists at Citadel. I'll say two more things that sums up the company culture here. About 6 months through my one-year stint at this place, there was a company-wide meeting where a friend of CEO Ken Griffin gave a talk about something. Following the presentation, there was a reception afterward. It dawned on me that I knew NOBODY there beyond my manager and colleagues at this reception. And if you held a gun to my head today and told me to name more than 6 or 7 people who work for Citadel (never mind titles or departments or anything), I'd end up with a hole in my head. Just stay away. This place is just not worth the trouble or the pay. Or dealing with Micro-Manager's ego.",,1.0,3.0,1.0,3.0,5.0,3.0,Doesn't Recommend,Neutral Outlook,Disapproves of CEO,citadel
Wed Dec 10 2014 17:53:19 GMT-0500 (Eastern Standard Time),,, ,Internship experience,I worked at Citadel,0,"It was ok, learned alot",Doesn't have good chance for fulltime.,,4.0,4.0,4.0,3.0,4.0,4.0,Doesn't Recommend,Neutral Outlook,Approves of CEO,citadel
Tue Sep 02 2014 14:28:42 GMT-0400 (Eastern Daylight Time), Senior Software Engineer,"Chicago, IL",Current Employee ,Where do you go from here?,I have been working at Citadel full-time for more than 5 years,34,"Total compensation (base + bonus + medical/dental benefits) are nearly impossible to beat. Tack on the other perks (catered meals, in-house gym, discounts on things such as cellular plans and museum memberships, commuter benefits, the sheer amount of in-house education taught by industry & academic leaders) and you won't fit better overall compensation in Chicago. The culture of compliance (legally speaking) gives you a feeling of stability. As much as we all hate going to those meetings for ""re-education"", it's comforting to know that regulations are taken seriously and people are willing to reach out for help when they've made a mistake. Citadel proves firms can prosper regardless of the regulatory environment.","Like most hedge funds, the org chart is very flat. You will be rewarded through comp, but if you desire more than money, the upward mobility is pretty limited. For many years, there was a saying that Citadel is a ""technology firm that happens to trade"". This is ridiculous. The technology at Citadel is very outdated and many teams spend an equal amount of time working around the limitations of the infrastructure as they do building solutions to problems for the business they serve. Of course the darling businesses are allowed to buy whatever they need to get the job done, but for the other slow-but-steady money makers, technology can be extremely frustrating. This frustration transcends both the software (compilers, tool kits, etc.) and the hardware (storage subsystems, network infrastructure, etc.). Unless you have deferred comp (difficult to achieve) or are directly involved in a business (QR and trading), your comp is based on the overall performance of the firm and yourself,. but you have no direct way to participate in the gains (or losses) of the firm. A voluntary employee fund (or something along those lines) would be nice for those of us that are dedicated to the firm and want greater benefit from our contributions.\ The office is sterile. There is very little access to natural light (unless you happen to have an office), otherwise it's a fluorescent hell. The ""open cubicle"" concept is extremely detrimental to productivity, but I'm not sure it was done in the name of conformance and collaboration. In reality, it does nothing to foster collaboration outside of what a team is going to do naturally, with the added strikes of being noisy and disruptive. The politics in upper IT management can be paralyzing. We often do nothing out of fear or a Congressional-like inability to compromise, rather than stepping on some toes and doing what's needed to get the job done.",,4.0,3.0,4.0,4.0,5.0,3.0,Recommends,Neutral Outlook,Approves of CEO,citadel
Tue Sep 09 2014 02:46:38 GMT-0400 (Eastern Daylight Time), Investment and Trading Analyst,"New York, NY",Former Employee ,Incredibly rewarding and challenging,I worked at Citadel full-time for more than 5 years,9,You will learn more and more will be expected of you than any job you will ever have again You will be rewarded financially in line with this effort. This firmwide reputation is well known and will travel with you when you leave and I have found it has been very additive to my career experience.,The standards are set as high as anywhere I know and the demands of those standards can be so rigorous it can be hard to maintain that level of performance. Either through burnout or not living up to these performance standards you will not in all likelihood have more than a 10 year career at Citadel.,,5.0,3.0,5.0,5.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO,citadel
Fri Aug 29 2014 11:53:28 GMT-0400 (Eastern Daylight Time), Senior Software Developer,"Chicago, IL",Current Employee ,"For technologists, a good place to learn about finance and trading, but not technology",I have been working at Citadel full-time for more than 5 years,16,"Good in house training on finance, markets, etc. You can learn a lot as a technologist. Good pay and bonus if you are working in a profitable part of the company.","Technology is deep but very narrow and old-school. Very little open source. Very little collaboration. The tech staff is operated a bit as a fiefdom, based on loyalty and hours worked.",,3.0,2.0,3.0,4.0,5.0,3.0,Recommends,Negative Outlook,Approves of CEO,citadel
